Form,Alt Form,Predicted Gender,True Gender,Class Probabilities,Set
k2kyʁ1s,concurrence,f,f,"[('s', {'f': 0.5474900007247925, 'm': 0.4525099992752075}), ('1', {'f': 0.5689855217933655, 'm': 0.4310144782066345}), ('ʁ', {'f': 0.7148507833480835, 'm': 0.2851492464542389}), ('y', {'f': 0.9663847088813782, 'm': 0.03361523896455765}), ('k', {'f': 0.9988478422164917, 'm': 0.0011520956177264452}), ('2', {'f': 0.9999129772186279, 'm': 8.69569048518315e-05}), ('k', {'f': 0.999421238899231, 'm': 0.0005788200651295483})]",test
ʁamOnœʁ,ramoneur,m,m,"[('ʁ', {'f': 0.5142263770103455, 'm': 0.48577365279197693}), ('œ', {'f': 0.6757749319076538, 'm': 0.3242250084877014}), ('n', {'f': 0.44634324312210083, 'm': 0.5536567568778992}), ('O', {'f': 0.18841879069805145, 'm': 0.8115811944007874}), ('m', {'f': 0.08304064720869064, 'm': 0.9169593453407288}), ('a', {'f': 0.011934304609894753, 'm': 0.9880657196044922}), ('ʁ', {'f': 0.0004297914856579155, 'm': 0.9995701909065247})]",test
kuʁbuj2,court-bouillon,m,m,"[('2', {'f': 0.5643630623817444, 'm': 0.435636967420578}), ('j', {'f': 0.04077846184372902, 'm': 0.9592215418815613}), ('u', {'f': 0.015689535066485405, 'm': 0.984310507774353}), ('b', {'f': 0.000923053128644824, 'm': 0.9990769624710083}), ('ʁ', {'f': 0.00020044225675519556, 'm': 0.9997995495796204}), ('u', {'f': 6.54955510981381e-05, 'm': 0.9999345541000366}), ('k', {'f': 0.0011829828144982457, 'm': 0.9988170862197876})]",test
pikadɔʁ,picador,m,m,"[('ʁ', {'f': 0.5142263770103455, 'm': 0.48577365279197693}), ('ɔ', {'f': 0.4541477859020233, 'm': 0.5458522439002991}), ('d', {'f': 0.32647520303726196, 'm': 0.673524796962738}), ('a', {'f': 0.19912134110927582, 'm': 0.800878643989563}), ('k', {'f': 0.04334921017289162, 'm': 0.9566508531570435}), ('i', {'f': 0.015751274302601814, 'm': 0.984248697757721}), ('p', {'f': 0.023308033123612404, 'm': 0.9766919612884521})]",test
ablasj2,ablation,f,f,"[('2', {'f': 0.5643630623817444, 'm': 0.435636967420578}), ('j', {'f': 0.04077846184372902, 'm': 0.9592215418815613}), ('s', {'f': 0.1401365101337433, 'm': 0.8598634600639343}), ('a', {'f': 0.3041553199291229, 'm': 0.6958446502685547}), ('l', {'f': 0.9168879389762878, 'm': 0.08311197906732559}), ('b', {'f': 0.994257926940918, 'm': 0.005742026958614588}), ('a', {'f': 0.9998527765274048, 'm': 0.00014714847202412784})]",test
ynifɔʁm,uniforme,m,m,"[('m', {'f': 0.5900589823722839, 'm': 0.40994101762771606}), ('ʁ', {'f': 0.5630274415016174, 'm': 0.43697255849838257}), ('ɔ', {'f': 0.5677180290222168, 'm': 0.4322820007801056}), ('f', {'f': 0.7501468062400818, 'm': 0.2498532384634018}), ('i', {'f': 0.6080437302589417, 'm': 0.3919562101364136}), ('n', {'f': 0.4256681203842163, 'm': 0.5743318200111389}), ('y', {'f': 0.14559966325759888, 'm': 0.8544002771377563})]",test
aʁsənik,arsenic,m,m,"[('k', {'f': 0.42228180170059204, 'm': 0.577718198299408}), ('i', {'f': 0.18270033597946167, 'm': 0.8172996044158936}), ('n', {'f': 0.17559877038002014, 'm': 0.8244011998176575}), ('ə', {'f': 0.22450311481952667, 'm': 0.7754969000816345}), ('s', {'f': 0.14930309355258942, 'm': 0.850696861743927}), ('ʁ', {'f': 0.2153705358505249, 'm': 0.7846294045448303}), ('a', {'f': 0.48219236731529236, 'm': 0.51780766248703})]",test
dEpɔʁte,déportée,f,f,"[('e', {'f': 0.17010840773582458, 'm': 0.829891562461853}), ('t', {'f': 0.15193769335746765, 'm': 0.84806227684021}), ('ʁ', {'f': 0.11847714334726334, 'm': 0.8815227746963501}), ('ɔ', {'f': 0.41740280389785767, 'm': 0.5825972557067871}), ('p', {'f': 0.710283100605011, 'm': 0.2897169589996338}), ('E', {'f': 0.6656087636947632, 'm': 0.3343912363052368}), ('d', {'f': 0.5302696228027344, 'm': 0.46973034739494324})]",test
pʁEpOze,préposée,f,f,"[('e', {'f': 0.17010840773582458, 'm': 0.829891562461853}), ('z', {'f': 0.12878628075122833, 'm': 0.8712137341499329}), ('O', {'f': 0.24436670541763306, 'm': 0.7556332945823669}), ('p', {'f': 0.29293492436408997, 'm': 0.7070649862289429}), ('E', {'f': 0.48820820450782776, 'm': 0.5117918252944946}), ('ʁ', {'f': 0.3478647768497467, 'm': 0.6521352529525757}), ('p', {'f': 0.5643827319145203, 'm': 0.4356172978878021})]",test
syzəʁɛn,suzeraine,m,f,"[('n', {'f': 0.5614370703697205, 'm': 0.43856292963027954}), ('ɛ', {'f': 0.5580256581306458, 'm': 0.4419742822647095}), ('ʁ', {'f': 0.791974663734436, 'm': 0.20802539587020874}), ('ə', {'f': 0.9474369883537292, 'm': 0.052563052624464035}), ('z', {'f': 0.981788158416748, 'm': 0.018211880698800087}), ('y', {'f': 0.9239456653594971, 'm': 0.07605434954166412}), ('s', {'f': 0.6987909078598022, 'm': 0.30120912194252014})]",test
ʃwanəʁi,chouannerie,f,f,"[('i', {'f': 0.33092767000198364, 'm': 0.6690723299980164}), ('ʁ', {'f': 0.43560338020324707, 'm': 0.5643966197967529}), ('ə', {'f': 0.4539593458175659, 'm': 0.5460405945777893}), ('n', {'f': 0.883959174156189, 'm': 0.11604084074497223}), ('a', {'f': 0.9984021782875061, 'm': 0.0015977738657966256}), ('w', {'f': 0.9985503554344177, 'm': 0.001449646893888712}), ('ʃ', {'f': 0.9999147653579712, 'm': 8.521638665115461e-05})]",test
fʁystʁe,frustrée,m,f,"[('e', {'f': 0.17010840773582458, 'm': 0.829891562461853}), ('ʁ', {'f': 0.21999742090702057, 'm': 0.7800025939941406}), ('t', {'f': 0.5351688265800476, 'm': 0.4648312032222748}), ('s', {'f': 0.39319393038749695, 'm': 0.6068060994148254}), ('y', {'f': 0.2973419725894928, 'm': 0.7026579976081848}), ('ʁ', {'f': 0.13315925002098083, 'm': 0.8668407797813416}), ('f', {'f': 0.06879439949989319, 'm': 0.9312055706977844})]",test
wazomuʃ,oiseau-mouche,m,m,"[('ʃ', {'f': 0.5401440858840942, 'm': 0.4598558843135834}), ('u', {'f': 0.9284932613372803, 'm': 0.07150670140981674}), ('m', {'f': 0.9702123403549194, 'm': 0.02978765033185482}), ('o', {'f': 0.7123291492462158, 'm': 0.28767088055610657}), ('z', {'f': 0.09305044263601303, 'm': 0.9069495797157288}), ('a', {'f': 0.019707301631569862, 'm': 0.9802927374839783}), ('w', {'f': 0.013759232126176357, 'm': 0.986240804195404})]",test
kupgɔʁʒ,coupe-gorge,f,m,"[('ʒ', {'f': 0.3119414150714874, 'm': 0.688058614730835}), ('ʁ', {'f': 0.3720114231109619, 'm': 0.6279886364936829}), ('ɔ', {'f': 0.490972638130188, 'm': 0.509027361869812}), ('g', {'f': 0.935979962348938, 'm': 0.06402000039815903}), ('p', {'f': 0.9352246522903442, 'm': 0.06477532535791397}), ('u', {'f': 0.9016977548599243, 'm': 0.0983022153377533}), ('k', {'f': 0.7205108404159546, 'm': 0.2794891595840454})]",test
pytasʁi,putasserie,f,f,"[('i', {'f': 0.33092767000198364, 'm': 0.6690723299980164}), ('ʁ', {'f': 0.43560338020324707, 'm': 0.5643966197967529}), ('s', {'f': 0.4897083342075348, 'm': 0.5102916955947876}), ('a', {'f': 0.8311200141906738, 'm': 0.16888001561164856}), ('t', {'f': 0.9373746514320374, 'm': 0.06262534111738205}), ('y', {'f': 0.9932478666305542, 'm': 0.00675213010981679}), ('p', {'f': 0.9996961355209351, 'm': 0.0003038858121726662})]",test
fɛldgʁo,feldgrau,m,m,"[('o', {'f': 0.43163761496543884, 'm': 0.5683624744415283}), ('ʁ', {'f': 0.14857959747314453, 'm': 0.8514204621315002}), ('g', {'f': 0.014535913243889809, 'm': 0.9854640364646912}), ('d', {'f': 0.004014088772237301, 'm': 0.9959859251976013}), ('l', {'f': 0.010994489304721355, 'm': 0.9890055060386658}), ('ɛ', {'f': 0.01808011159300804, 'm': 0.9819198250770569}), ('f', {'f': 0.0778161808848381, 'm': 0.9221838116645813})]",test
Obɛʁʒin,aubergine,f,f,"[('n', {'f': 0.5614370703697205, 'm': 0.43856292963027954}), ('i', {'f': 0.5514224767684937, 'm': 0.4485774636268616}), ('ʒ', {'f': 0.5148866176605225, 'm': 0.48511338233947754}), ('ʁ', {'f': 0.3848075866699219, 'm': 0.6151924133300781}), ('ɛ', {'f': 0.3897067904472351, 'm': 0.6102932095527649}), ('b', {'f': 0.8539011478424072, 'm': 0.14609885215759277}), ('O', {'f': 0.995671272277832, 'm': 0.0043287803418934345})]",test
aʁmyʁje,armurier,m,m,"[('e', {'f': 0.17010840773582458, 'm': 0.829891562461853}), ('j', {'f': 0.04428623244166374, 'm': 0.95571368932724}), ('ʁ', {'f': 0.14231647551059723, 'm': 0.857683539390564}), ('y', {'f': 0.0408017635345459, 'm': 0.9591982364654541}), ('m', {'f': 0.008138353936374187, 'm': 0.9918615818023682}), ('ʁ', {'f': 0.00595342181622982, 'm': 0.9940465688705444}), ('a', {'f': 0.008416399359703064, 'm': 0.9915836453437805})]",test
tabasaʒ,tabassage,m,m,"[('ʒ', {'f': 0.3119414150714874, 'm': 0.688058614730835}), ('a', {'f': 0.21565423905849457, 'm': 0.784345805644989}), ('s', {'f': 0.14969685673713684, 'm': 0.8503031730651855}), ('a', {'f': 0.02581167221069336, 'm': 0.9741883277893066}), ('b', {'f': 0.0019877797458320856, 'm': 0.9980121850967407}), ('a', {'f': 0.0005290496628731489, 'm': 0.9994710087776184}), ('t', {'f': 0.00019786172197200358, 'm': 0.9998021721839905})]",test
t1tʁizm,tantrisme,m,m,"[('m', {'f': 0.5900589823722839, 'm': 0.40994101762771606}), ('z', {'f': 0.18588732182979584, 'm': 0.814112663269043}), ('i', {'f': 0.07635752856731415, 'm': 0.9236425161361694}), ('ʁ', {'f': 0.06809204071760178, 'm': 0.9319080114364624}), ('t', {'f': 0.0008157689007930458, 'm': 0.9991841912269592}), ('1', {'f': 0.00024783259141258895, 'm': 0.9997522234916687}), ('t', {'f': 6.29525602562353e-05, 'm': 0.9999370574951172})]",test
kwinəm1,couinement,m,m,"[('1', {'f': 0.3533245623111725, 'm': 0.6466754674911499}), ('m', {'f': 0.21962538361549377, 'm': 0.7803745865821838}), ('ə', {'f': 0.11683552712202072, 'm': 0.8831644654273987}), ('n', {'f': 0.016384562477469444, 'm': 0.9836154580116272}), ('i', {'f': 0.0008444010163657367, 'm': 0.9991556406021118}), ('w', {'f': 0.0010432950221002102, 'm': 0.9989566802978516}), ('k', {'f': 0.00023093876370694488, 'm': 0.9997690320014954})]",test
uʁdisaʒ,ourdissage,m,m,"[('ʒ', {'f': 0.3119414150714874, 'm': 0.688058614730835}), ('a', {'f': 0.21565423905849457, 'm': 0.784345805644989}), ('s', {'f': 0.14969685673713684, 'm': 0.8503031730651855}), ('i', {'f': 0.011985805816948414, 'm': 0.9880141615867615}), ('d', {'f': 0.013343949802219868, 'm': 0.9866560697555542}), ('ʁ', {'f': 0.001284728990867734, 'm': 0.9987152814865112}), ('u', {'f': 0.00025931940763257444, 'm': 0.9997406601905823})]",test
syʁviv1,survivant,m,m,"[('1', {'f': 0.3533245623111725, 'm': 0.6466754674911499}), ('v', {'f': 0.0906725525856018, 'm': 0.909327507019043}), ('i', {'f': 0.005834860261529684, 'm': 0.9941651225090027}), ('v', {'f': 0.0057141343131661415, 'm': 0.9942858815193176}), ('ʁ', {'f': 0.000580585387069732, 'm': 0.9994194507598877}), ('y', {'f': 0.0001467410329496488, 'm': 0.999853253364563}), ('s', {'f': 0.0003214555617887527, 'm': 0.9996786117553711})]",test
fɔʁsəne,forcenée,m,f,"[('e', {'f': 0.17010840773582458, 'm': 0.829891562461853}), ('n', {'f': 0.08155498653650284, 'm': 0.9184449911117554}), ('ə', {'f': 0.2523306906223297, 'm': 0.7476692795753479}), ('s', {'f': 0.3442727327346802, 'm': 0.6557272672653198}), ('ʁ', {'f': 0.1843367964029312, 'm': 0.8156631588935852}), ('ɔ', {'f': 0.2959762215614319, 'm': 0.7040237784385681}), ('f', {'f': 0.33599555492401123, 'm': 0.664004385471344})]",test
astikaʒ,astiquage,m,m,"[('ʒ', {'f': 0.3119414150714874, 'm': 0.688058614730835}), ('a', {'f': 0.21565423905849457, 'm': 0.784345805644989}), ('k', {'f': 0.13692136108875275, 'm': 0.8630785942077637}), ('i', {'f': 0.009181639179587364, 'm': 0.9908183217048645}), ('t', {'f': 0.0048994948156178, 'm': 0.9951005578041077}), ('s', {'f': 0.007206774782389402, 'm': 0.9927932024002075}), ('a', {'f': 0.006574247498065233, 'm': 0.993425726890564})]",test
bj3f2de,bien-fondé,m,m,"[('e', {'f': 0.17010840773582458, 'm': 0.829891562461853}), ('d', {'f': 0.2085448056459427, 'm': 0.7914551496505737}), ('2', {'f': 0.5972100496292114, 'm': 0.40279000997543335}), ('f', {'f': 0.5328948497772217, 'm': 0.4671051800251007}), ('3', {'f': 0.24111522734165192, 'm': 0.7588847279548645}), ('j', {'f': 0.03227395564317703, 'm': 0.9677259922027588}), ('b', {'f': 0.01300747413188219, 'm': 0.9869924783706665})]",test
patinœʁ,patineur,m,m,"[('ʁ', {'f': 0.5142263770103455, 'm': 0.48577365279197693}), ('œ', {'f': 0.6757749319076538, 'm': 0.3242250084877014}), ('n', {'f': 0.44634324312210083, 'm': 0.5536567568778992}), ('i', {'f': 0.12373646348714828, 'm': 0.8762635588645935}), ('t', {'f': 0.06712491810321808, 'm': 0.9328750967979431}), ('a', {'f': 0.057372935116291046, 'm': 0.9426270723342896}), ('p', {'f': 0.02022876963019371, 'm': 0.9797711968421936})]",test
viɲəʁɔn,vigneronne,f,f,"[('n', {'f': 0.5614370703697205, 'm': 0.43856292963027954}), ('ɔ', {'f': 0.7106037735939026, 'm': 0.2893962264060974}), ('ʁ', {'f': 0.8752037286758423, 'm': 0.12479625642299652}), ('ə', {'f': 0.9481772780418396, 'm': 0.051822684705257416}), ('ɲ', {'f': 0.9894726872444153, 'm': 0.010527282953262329}), ('i', {'f': 0.9771904945373535, 'm': 0.022809522226452827}), ('v', {'f': 0.9446738958358765, 'm': 0.055326104164123535})]",test
paʁdəsy,pardessus,m,m,"[('y', {'f': 0.4163230061531067, 'm': 0.5836769938468933}), ('s', {'f': 0.24996556341648102, 'm': 0.7500344514846802}), ('ə', {'f': 0.13673317432403564, 'm': 0.8632668256759644}), ('d', {'f': 0.03612901642918587, 'm': 0.9638710021972656}), ('ʁ', {'f': 0.01808512583374977, 'm': 0.9819148778915405}), ('a', {'f': 0.01373243611305952, 'm': 0.9862675666809082}), ('p', {'f': 0.021251259371638298, 'm': 0.9787487387657166})]",test
klɔʃət2,clocheton,m,m,"[('2', {'f': 0.5643630623817444, 'm': 0.435636967420578}), ('t', {'f': 0.13116006553173065, 'm': 0.8688399195671082}), ('ə', {'f': 0.04650210589170456, 'm': 0.9534979462623596}), ('ʃ', {'f': 0.02919589914381504, 'm': 0.9708041548728943}), ('ɔ', {'f': 0.010297851637005806, 'm': 0.9897022247314453}), ('l', {'f': 0.00296575715765357, 'm': 0.9970341920852661}), ('k', {'f': 0.016041908413171768, 'm': 0.9839581251144409})]",test
Egʁənøz,égreneuse,f,f,"[('z', {'f': 0.1610153466463089, 'm': 0.8389846086502075}), ('ø', {'f': 0.8067015409469604, 'm': 0.19329841434955597}), ('n', {'f': 0.9848015904426575, 'm': 0.015198380686342716}), ('ə', {'f': 0.9999288320541382, 'm': 7.112396997399628e-05}), ('ʁ', {'f': 0.9999159574508667, 'm': 8.400373189942911e-05}), ('g', {'f': 0.999925971031189, 'm': 7.40762407076545e-05}), ('E', {'f': 0.9999839067459106, 'm': 1.6137057173182257e-05})]",test
imɔʁtɛl,immortel,m,m,"[('l', {'f': 0.4393223524093628, 'm': 0.5606776475906372}), ('ɛ', {'f': 0.3986324071884155, 'm': 0.6013675928115845}), ('t', {'f': 0.17772863805294037, 'm': 0.8222714066505432}), ('ʁ', {'f': 0.35344353318214417, 'm': 0.646556556224823}), ('ɔ', {'f': 0.45895683765411377, 'm': 0.541043221950531}), ('m', {'f': 0.251679390668869, 'm': 0.7483205795288086}), ('i', {'f': 0.17314104735851288, 'm': 0.8268589377403259})]",test
saʁab1d,sarabande,f,f,"[('d', {'f': 0.4621168375015259, 'm': 0.5378832221031189}), ('1', {'f': 0.502094030380249, 'm': 0.497905969619751}), ('b', {'f': 0.8838877081871033, 'm': 0.11611226201057434}), ('a', {'f': 0.40464067459106445, 'm': 0.5953593850135803}), ('ʁ', {'f': 0.6233614087104797, 'm': 0.3766385614871979}), ('a', {'f': 0.7663226127624512, 'm': 0.23367735743522644}), ('s', {'f': 0.9159787893295288, 'm': 0.08402125537395477})]",test
pwas2ʃa,poisson-chat,f,m,"[('a', {'f': 0.3019506335258484, 'm': 0.6980493068695068}), ('ʃ', {'f': 0.09060303866863251, 'm': 0.9093970060348511}), ('2', {'f': 0.264126181602478, 'm': 0.735873818397522}), ('s', {'f': 0.42612892389297485, 'm': 0.5738710761070251}), ('a', {'f': 0.5920315384864807, 'm': 0.4079684615135193}), ('w', {'f': 0.610129714012146, 'm': 0.3898703157901764}), ('p', {'f': 0.39201685786247253, 'm': 0.6079831123352051})]",test
libʁEʁi,librairie,f,f,"[('i', {'f': 0.33092767000198364, 'm': 0.6690723299980164}), ('ʁ', {'f': 0.43560338020324707, 'm': 0.5643966197967529}), ('E', {'f': 0.42183470726013184, 'm': 0.5781652927398682}), ('ʁ', {'f': 0.4532371759414673, 'm': 0.5467628836631775}), ('b', {'f': 0.4954606294631958, 'm': 0.5045393705368042}), ('i', {'f': 0.9689375758171082, 'm': 0.0310624111443758}), ('l', {'f': 0.6912838816642761, 'm': 0.30871617794036865})]",test
sɥavite,suavité,f,f,"[('e', {'f': 0.17010840773582458, 'm': 0.829891562461853}), ('t', {'f': 0.15193769335746765, 'm': 0.84806227684021}), ('i', {'f': 0.4912375807762146, 'm': 0.5087623596191406}), ('v', {'f': 0.786736011505127, 'm': 0.21326403319835663}), ('a', {'f': 0.9046555161476135, 'm': 0.09534453600645065}), ('ɥ', {'f': 0.9565092325210571, 'm': 0.043490730226039886}), ('s', {'f': 0.9885134100914001, 'm': 0.011486569419503212})]",test
bʁɔdək3,brodequin,m,m,"[('3', {'f': 0.24239523708820343, 'm': 0.7576047778129578}), ('k', {'f': 0.023874467238783836, 'm': 0.9761255383491516}), ('ə', {'f': 0.015174433588981628, 'm': 0.9848255515098572}), ('d', {'f': 0.01775495894253254, 'm': 0.9822449684143066}), ('ɔ', {'f': 0.009921316057443619, 'm': 0.9900786876678467}), ('ʁ', {'f': 0.003716298844665289, 'm': 0.9962837100028992}), ('b', {'f': 0.022776320576667786, 'm': 0.9772236347198486})]",test
pOlisɔn,polissonne,m,f,"[('n', {'f': 0.5614370703697205, 'm': 0.43856292963027954}), ('ɔ', {'f': 0.7106037735939026, 'm': 0.2893962264060974}), ('s', {'f': 0.6966952681541443, 'm': 0.3033047318458557}), ('i', {'f': 0.2785451114177704, 'm': 0.7214548587799072}), ('l', {'f': 0.2738141715526581, 'm': 0.7261857986450195}), ('O', {'f': 0.06981248408555984, 'm': 0.9301875233650208}), ('p', {'f': 0.03739789128303528, 'm': 0.9626021385192871})]",test
maʁmit2,marmiton,m,m,"[('2', {'f': 0.5643630623817444, 'm': 0.435636967420578}), ('t', {'f': 0.13116006553173065, 'm': 0.8688399195671082}), ('i', {'f': 0.02547561563551426, 'm': 0.9745243191719055}), ('m', {'f': 0.1466342955827713, 'm': 0.8533657193183899}), ('ʁ', {'f': 0.016397753730416298, 'm': 0.9836021661758423}), ('a', {'f': 0.002432791283354163, 'm': 0.9975671768188477}), ('m', {'f': 0.00492025027051568, 'm': 0.995079755783081})]",test
pʁivote,privauté,f,f,"[('e', {'f': 0.17010840773582458, 'm': 0.829891562461853}), ('t', {'f': 0.15193769335746765, 'm': 0.84806227684021}), ('o', {'f': 0.4013039469718933, 'm': 0.5986960530281067}), ('v', {'f': 0.8267502188682556, 'm': 0.17324979603290558}), ('i', {'f': 0.931126594543457, 'm': 0.06887345016002655}), ('ʁ', {'f': 0.9395366907119751, 'm': 0.0604633167386055}), ('p', {'f': 0.9670324325561523, 'm': 0.03296753019094467})]",test
laksizm,laxisme,m,m,"[('m', {'f': 0.5900589823722839, 'm': 0.40994101762771606}), ('z', {'f': 0.18588732182979584, 'm': 0.814112663269043}), ('i', {'f': 0.07635752856731415, 'm': 0.9236425161361694}), ('s', {'f': 0.03586430102586746, 'm': 0.9641356468200684}), ('k', {'f': 0.0041785892099142075, 'm': 0.9958213567733765}), ('a', {'f': 0.00899234414100647, 'm': 0.9910076260566711}), ('l', {'f': 0.0006455335533246398, 'm': 0.9993544220924377})]",test
mOlasɔn,mollassonne,m,f,"[('n', {'f': 0.5614370703697205, 'm': 0.43856292963027954}), ('ɔ', {'f': 0.7106037735939026, 'm': 0.2893962264060974}), ('s', {'f': 0.6966952681541443, 'm': 0.3033047318458557}), ('a', {'f': 0.7354369163513184, 'm': 0.2645631432533264}), ('l', {'f': 0.21999716758728027, 'm': 0.780002772808075}), ('O', {'f': 0.17780554294586182, 'm': 0.8221943974494934}), ('m', {'f': 0.12317317724227905, 'm': 0.8768268823623657})]",test
kOt2tiʒ,coton-tige,m,m,"[('ʒ', {'f': 0.3119414150714874, 'm': 0.688058614730835}), ('i', {'f': 0.8467171788215637, 'm': 0.15328283607959747}), ('t', {'f': 0.569943368434906, 'm': 0.4300565719604492}), ('2', {'f': 0.5603958964347839, 'm': 0.43960413336753845}), ('t', {'f': 0.08781446516513824, 'm': 0.912185549736023}), ('O', {'f': 0.05501118674874306, 'm': 0.9449887871742249}), ('k', {'f': 0.015292864292860031, 'm': 0.9847071766853333})]",test
palis1dʁ,palissandre,f,m,"[('ʁ', {'f': 0.5142263770103455, 'm': 0.48577365279197693}), ('d', {'f': 0.5293779969215393, 'm': 0.4706220328807831}), ('1', {'f': 0.3717649281024933, 'm': 0.6282350420951843}), ('s', {'f': 0.2954923212528229, 'm': 0.7045076489448547}), ('i', {'f': 0.3363500237464905, 'm': 0.6636500358581543}), ('l', {'f': 0.3142213821411133, 'm': 0.6857785582542419}), ('a', {'f': 0.31235039234161377, 'm': 0.6876495480537415}), ('p', {'f': 0.5702588558197021, 'm': 0.4297412037849426})]",test
k2tʁatak,contre-attaque,m,f,"[('k', {'f': 0.42228180170059204, 'm': 0.577718198299408}), ('a', {'f': 0.24461250007152557, 'm': 0.755387544631958}), ('t', {'f': 0.2091769278049469, 'm': 0.7908230423927307}), ('a', {'f': 0.33536455035209656, 'm': 0.6646354794502258}), ('ʁ', {'f': 0.22345592081546783, 'm': 0.7765440940856934}), ('t', {'f': 0.22215929627418518, 'm': 0.7778407335281372}), ('2', {'f': 0.36750370264053345, 'm': 0.6324962973594666}), ('k', {'f': 0.45683401823043823, 'm': 0.5431659817695618})]",test
baskEtœʁ,basketteur,m,m,"[('ʁ', {'f': 0.5142263770103455, 'm': 0.48577365279197693}), ('œ', {'f': 0.6757749319076538, 'm': 0.3242250084877014}), ('t', {'f': 0.42467036843299866, 'm': 0.5753296613693237}), ('E', {'f': 0.3487621545791626, 'm': 0.6512378454208374}), ('k', {'f': 0.04615497216582298, 'm': 0.9538450241088867}), ('s', {'f': 0.013420291244983673, 'm': 0.9865797162055969}), ('a', {'f': 0.009200689382851124, 'm': 0.9907992482185364}), ('b', {'f': 0.0048767756670713425, 'm': 0.9951232075691223})]",test
likidite,liquidité,f,f,"[('e', {'f': 0.17010840773582458, 'm': 0.829891562461853}), ('t', {'f': 0.15193769335746765, 'm': 0.84806227684021}), ('i', {'f': 0.4912375807762146, 'm': 0.5087623596191406}), ('d', {'f': 0.784020721912384, 'm': 0.21597924828529358}), ('i', {'f': 0.9850108027458191, 'm': 0.014989199116826057}), ('k', {'f': 0.9663664698600769, 'm': 0.03363349288702011}), ('i', {'f': 0.9986650943756104, 'm': 0.0013348801294341683}), ('l', {'f': 0.9974294304847717, 'm': 0.0025705648586153984})]",test
utsajdœʁ,outsider,m,m,"[('ʁ', {'f': 0.5142263770103455, 'm': 0.48577365279197693}), ('œ', {'f': 0.6757749319076538, 'm': 0.3242250084877014}), ('d', {'f': 0.5612601637840271, 'm': 0.4387398958206177}), ('j', {'f': 0.1207975521683693, 'm': 0.8792024850845337}), ('a', {'f': 0.03924380615353584, 'm': 0.9607561826705933}), ('s', {'f': 0.04472547769546509, 'm': 0.9552745819091797}), ('t', {'f': 0.01571243815124035, 'm': 0.9842875003814697}), ('u', {'f': 0.03036266379058361, 'm': 0.9696373343467712})]",test
tapɔtəm1,tapotement,m,m,"[('1', {'f': 0.3533245623111725, 'm': 0.6466754674911499}), ('m', {'f': 0.21962538361549377, 'm': 0.7803745865821838}), ('ə', {'f': 0.11683552712202072, 'm': 0.8831644654273987}), ('t', {'f': 0.0027826896402984858, 'm': 0.9972172975540161}), ('ɔ', {'f': 0.0018631109269335866, 'm': 0.9981368780136108}), ('p', {'f': 0.00014464386913459748, 'm': 0.9998552799224854}), ('a', {'f': 0.00014679195010103285, 'm': 0.9998531341552734}), ('t', {'f': 3.2946147257462144e-05, 'm': 0.999967098236084})]",test
djabləʁi,diablerie,f,f,"[('i', {'f': 0.33092767000198364, 'm': 0.6690723299980164}), ('ʁ', {'f': 0.43560338020324707, 'm': 0.5643966197967529}), ('ə', {'f': 0.4539593458175659, 'm': 0.5460405945777893}), ('l', {'f': 0.7324082255363464, 'm': 0.2675918638706207}), ('b', {'f': 0.893398106098175, 'm': 0.10660186409950256}), ('a', {'f': 0.9984323382377625, 'm': 0.0015676707262173295}), ('j', {'f': 0.9994019269943237, 'm': 0.000598071375861764}), ('d', {'f': 0.9999122619628906, 'm': 8.767555846134201e-05})]",test
aktivite,activité,f,f,"[('e', {'f': 0.17010840773582458, 'm': 0.829891562461853}), ('t', {'f': 0.15193769335746765, 'm': 0.84806227684021}), ('i', {'f': 0.4912375807762146, 'm': 0.5087623596191406}), ('v', {'f': 0.786736011505127, 'm': 0.21326403319835663}), ('i', {'f': 0.9742249846458435, 'm': 0.02577500231564045}), ('t', {'f': 0.9687118530273438, 'm': 0.03128809109330177}), ('k', {'f': 0.9706366658210754, 'm': 0.02936338447034359}), ('a', {'f': 0.9941080808639526, 'm': 0.005891937296837568})]",test
mœʁtʁije,meurtrier,m,m,"[('e', {'f': 0.17010840773582458, 'm': 0.829891562461853}), ('j', {'f': 0.04428623244166374, 'm': 0.95571368932724}), ('i', {'f': 0.3034287691116333, 'm': 0.6965712308883667}), ('ʁ', {'f': 0.3571217656135559, 'm': 0.6428782343864441}), ('t', {'f': 0.11155417561531067, 'm': 0.8884458541870117}), ('ʁ', {'f': 0.060863055288791656, 'm': 0.9391369819641113}), ('œ', {'f': 0.05497075989842415, 'm': 0.9450292587280273}), ('m', {'f': 0.1073792576789856, 'm': 0.8926207423210144})]",test
ElEktʁis,électrice,f,f,"[('s', {'f': 0.5474900007247925, 'm': 0.4525099992752075}), ('i', {'f': 0.49752435088157654, 'm': 0.5024756193161011}), ('ʁ', {'f': 0.584191083908081, 'm': 0.41580885648727417}), ('t', {'f': 0.31404396891593933, 'm': 0.6859560012817383}), ('k', {'f': 0.5120548605918884, 'm': 0.48794516921043396}), ('E', {'f': 0.9883254766464233, 'm': 0.011674564331769943}), ('l', {'f': 0.9943220615386963, 'm': 0.005677894689142704}), ('E', {'f': 0.9997430443763733, 'm': 0.00025697314413264394})]",test
