Form,Alt Form,Predicted Gender,True Gender,Class Probabilities,Set
conciliabule,k2siljabyl,m,m,"[('c', {'f': 0.05024424567818642, 'm': 0.9497557878494263}), ('o', {'f': 0.044636357575654984, 'm': 0.9553636908531189}), ('n', {'f': 0.014783386141061783, 'm': 0.9852166175842285}), ('c', {'f': 0.0012494093971326947, 'm': 0.9987505674362183}), ('i', {'f': 0.007167605683207512, 'm': 0.9928324222564697}), ('l', {'f': 0.010750765912234783, 'm': 0.9892492294311523}), ('i', {'f': 0.005858896765857935, 'm': 0.9941410422325134}), ('a', {'f': 0.2536940574645996, 'm': 0.7463059425354004}), ('b', {'f': 0.0016804232727736235, 'm': 0.9983195662498474}), ('u', {'f': 0.0017138916300609708, 'm': 0.9982860684394836}), ('l', {'f': 0.0010216677328571677, 'm': 0.9989783763885498}), ('e', {'f': 0.29038092494010925, 'm': 0.7096191048622131})]",test
industrielle,3dystʁijɛl,f,f,"[('i', {'f': 0.03429368883371353, 'm': 0.9657063484191895}), ('n', {'f': 0.002147252671420574, 'm': 0.9978528022766113}), ('d', {'f': 0.06081683188676834, 'm': 0.939183235168457}), ('u', {'f': 0.0010503679513931274, 'm': 0.9989497065544128}), ('s', {'f': 0.0004863942740485072, 'm': 0.9995136260986328}), ('t', {'f': 0.1605745404958725, 'm': 0.8394255042076111}), ('r', {'f': 0.023369699716567993, 'm': 0.9766303300857544}), ('i', {'f': 0.0055823177099227905, 'm': 0.994417667388916}), ('e', {'f': 0.9998564720153809, 'm': 0.00014355291204992682}), ('l', {'f': 0.008212792687118053, 'm': 0.9917872548103333}), ('l', {'f': 0.015530381351709366, 'm': 0.9844696521759033}), ('e', {'f': 0.9815592765808105, 'm': 0.018440647050738335})]",test
mitraillette,mitʁajɛt,f,f,"[('m', {'f': 0.1316004991531372, 'm': 0.8683995008468628}), ('i', {'f': 0.034956976771354675, 'm': 0.9650430679321289}), ('t', {'f': 0.13679862022399902, 'm': 0.863201379776001}), ('r', {'f': 0.17897482216358185, 'm': 0.8210251927375793}), ('a', {'f': 0.11990517377853394, 'm': 0.8800948262214661}), ('i', {'f': 0.0012618714245036244, 'm': 0.9987381100654602}), ('l', {'f': 0.0028717482928186655, 'm': 0.9971283078193665}), ('l', {'f': 0.0034850083757191896, 'm': 0.9965149164199829}), ('e', {'f': 0.9878426790237427, 'm': 0.01215729583054781}), ('t', {'f': 0.0009334560600109398, 'm': 0.9990665316581726}), ('t', {'f': 0.25983893871307373, 'm': 0.7401610612869263}), ('e', {'f': 0.9996991157531738, 'm': 0.0003008655330631882})]",test
porte-glaive,pɔʁtəglɛv,m,m,"[('p', {'f': 0.32748815417289734, 'm': 0.672511875629425}), ('o', {'f': 0.09515640884637833, 'm': 0.9048436284065247}), ('r', {'f': 0.007502748165279627, 'm': 0.9924973249435425}), ('t', {'f': 0.025483211502432823, 'm': 0.974516749382019}), ('e', {'f': 0.6863915920257568, 'm': 0.3136083781719208}), ('-', {'f': 0.10186596214771271, 'm': 0.8981340527534485}), ('g', {'f': 0.042033057659864426, 'm': 0.9579669237136841}), ('l', {'f': 0.1745213270187378, 'm': 0.8254786133766174}), ('a', {'f': 0.5441168546676636, 'm': 0.4558831751346588}), ('i', {'f': 0.2019733190536499, 'm': 0.7980267405509949}), ('v', {'f': 0.18013830482959747, 'm': 0.819861650466919}), ('e', {'f': 0.05166149139404297, 'm': 0.948338508605957})]",test
intéressante,3tEʁEs1t,f,f,"[('i', {'f': 0.03429368883371353, 'm': 0.9657063484191895}), ('n', {'f': 0.002147252671420574, 'm': 0.9978528022766113}), ('t', {'f': 0.06517203897237778, 'm': 0.934827983379364}), ('é', {'f': 0.9700816869735718, 'm': 0.029918290674686432}), ('r', {'f': 0.378251850605011, 'm': 0.6217480897903442}), ('e', {'f': 0.2650071084499359, 'm': 0.7349929213523865}), ('s', {'f': 0.10986856371164322, 'm': 0.8901314735412598}), ('s', {'f': 0.014510110020637512, 'm': 0.9854898452758789}), ('a', {'f': 0.8044431805610657, 'm': 0.1955568492412567}), ('n', {'f': 0.00023666684865020216, 'm': 0.9997633099555969}), ('t', {'f': 0.006293867714703083, 'm': 0.9937061667442322}), ('e', {'f': 0.9985148310661316, 'm': 0.0014851869782432914})]",test
transpondeur,tʁ1sp2dœʁ,m,m,"[('t', {'f': 0.024667123332619667, 'm': 0.9753329157829285}), ('r', {'f': 0.2572518587112427, 'm': 0.7427481412887573}), ('a', {'f': 0.17097723484039307, 'm': 0.8290227651596069}), ('n', {'f': 0.00011793731391662732, 'm': 0.9998821020126343}), ('s', {'f': 0.0003656444023363292, 'm': 0.9996343851089478}), ('p', {'f': 0.014005996286869049, 'm': 0.9859939813613892}), ('o', {'f': 0.0015143725322559476, 'm': 0.9984856247901917}), ('n', {'f': 0.0023859741631895304, 'm': 0.9976140260696411}), ('d', {'f': 0.0013227062299847603, 'm': 0.9986773133277893}), ('e', {'f': 0.5128024816513062, 'm': 0.4871974289417267}), ('u', {'f': 0.005121342372149229, 'm': 0.9948786497116089}), ('r', {'f': 0.026161249727010727, 'm': 0.973838746547699})]",test
contremaître,k2tʁəmɛtʁ,m,m,"[('c', {'f': 0.05024424567818642, 'm': 0.9497557878494263}), ('o', {'f': 0.044636357575654984, 'm': 0.9553636908531189}), ('n', {'f': 0.014783386141061783, 'm': 0.9852166175842285}), ('t', {'f': 0.00031670700991526246, 'm': 0.9996832609176636}), ('r', {'f': 0.012581750750541687, 'm': 0.9874182939529419}), ('e', {'f': 0.06892329454421997, 'm': 0.93107670545578}), ('m', {'f': 0.012825609184801579, 'm': 0.987174391746521}), ('a', {'f': 0.04199378937482834, 'm': 0.9580062031745911}), ('î', {'f': 0.019670361652970314, 'm': 0.9803296327590942}), ('t', {'f': 0.011125657707452774, 'm': 0.9888743162155151}), ('r', {'f': 0.06430134177207947, 'm': 0.9356986880302429}), ('e', {'f': 0.05366310104727745, 'm': 0.9463369250297546})]",test
horticulteur,ɔʁtikyltœʁ,m,m,"[('h', {'f': 0.13247181475162506, 'm': 0.8675282001495361}), ('o', {'f': 0.07255621999502182, 'm': 0.9274437427520752}), ('r', {'f': 0.01717541180551052, 'm': 0.9828245639801025}), ('t', {'f': 0.025781305506825447, 'm': 0.9742186665534973}), ('i', {'f': 0.031206464394927025, 'm': 0.9687935709953308}), ('c', {'f': 0.3191681504249573, 'm': 0.6808318495750427}), ('u', {'f': 0.005776123609393835, 'm': 0.9942238926887512}), ('l', {'f': 0.0036122682504355907, 'm': 0.9963877201080322}), ('t', {'f': 0.0049238139763474464, 'm': 0.9950762391090393}), ('e', {'f': 0.959779679775238, 'm': 0.04022028297185898}), ('u', {'f': 0.0033230751287192106, 'm': 0.9966769218444824}), ('r', {'f': 0.00018445818568579853, 'm': 0.9998155236244202})]",test
cartomancien,kaʁtOm1sj3,m,m,"[('c', {'f': 0.05024424567818642, 'm': 0.9497557878494263}), ('a', {'f': 0.5353248119354248, 'm': 0.46467524766921997}), ('r', {'f': 0.0015203752554953098, 'm': 0.9984796643257141}), ('t', {'f': 0.005734138190746307, 'm': 0.9942658543586731}), ('o', {'f': 0.04774568974971771, 'm': 0.9522542953491211}), ('m', {'f': 0.020261967554688454, 'm': 0.9797379970550537}), ('a', {'f': 0.009708783589303493, 'm': 0.990291178226471}), ('n', {'f': 0.0009354865178465843, 'm': 0.9990645051002502}), ('c', {'f': 0.001963919261470437, 'm': 0.9980360865592957}), ('i', {'f': 0.009661826305091381, 'm': 0.990338146686554}), ('e', {'f': 0.9979377388954163, 'm': 0.0020622715819627047}), ('n', {'f': 0.0028910047840327024, 'm': 0.9971089959144592})]",test
hallebardier,aləbaʁdje,m,m,"[('h', {'f': 0.13247181475162506, 'm': 0.8675282001495361}), ('a', {'f': 0.7498143911361694, 'm': 0.2501855492591858}), ('l', {'f': 0.0064161112532019615, 'm': 0.9935838580131531}), ('l', {'f': 0.0028017049189656973, 'm': 0.9971983432769775}), ('e', {'f': 0.5025836229324341, 'm': 0.4974164068698883}), ('b', {'f': 0.005960192531347275, 'm': 0.99403977394104}), ('a', {'f': 0.41039106249809265, 'm': 0.589608907699585}), ('r', {'f': 0.0008055096259340644, 'm': 0.9991944432258606}), ('d', {'f': 0.00469636358320713, 'm': 0.9953036308288574}), ('i', {'f': 0.025697831064462662, 'm': 0.9743021726608276}), ('e', {'f': 0.9978412389755249, 'm': 0.0021587195806205273}), ('r', {'f': 0.0004326776834204793, 'm': 0.9995673298835754})]",test
embarquement,1baʁkəm1,m,m,"[('e', {'f': 0.6847098469734192, 'm': 0.3152902126312256}), ('m', {'f': 0.01910603977739811, 'm': 0.9808939695358276}), ('b', {'f': 0.05372446030378342, 'm': 0.9462755918502808}), ('a', {'f': 0.7321235537528992, 'm': 0.26787641644477844}), ('r', {'f': 0.006702580489218235, 'm': 0.9932973980903625}), ('q', {'f': 0.021579492837190628, 'm': 0.9784205555915833}), ('u', {'f': 0.007137900684028864, 'm': 0.9928620457649231}), ('e', {'f': 0.7574149370193481, 'm': 0.24258513748645782}), ('m', {'f': 0.007091974373906851, 'm': 0.9929080009460449}), ('e', {'f': 0.2911139130592346, 'm': 0.7088860869407654}), ('n', {'f': 0.010378440842032433, 'm': 0.9896215200424194}), ('t', {'f': 0.002660863334313035, 'm': 0.9973391890525818})]",test
arrière-cour,aʁjɛʁkuʁ,f,f,"[('a', {'f': 0.8042901754379272, 'm': 0.19570985436439514}), ('r', {'f': 0.006778637878596783, 'm': 0.9932214021682739}), ('r', {'f': 0.014438878744840622, 'm': 0.9855610728263855}), ('i', {'f': 0.03741070628166199, 'm': 0.9625893235206604}), ('è', {'f': 0.8861854076385498, 'm': 0.11381455510854721}), ('r', {'f': 0.0053987642750144005, 'm': 0.9946012496948242}), ('e', {'f': 0.9941483736038208, 'm': 0.005851599387824535}), ('-', {'f': 0.6664539575576782, 'm': 0.3335460424423218}), ('c', {'f': 0.37675395607948303, 'm': 0.6232460141181946}), ('o', {'f': 0.34931886196136475, 'm': 0.6506810784339905}), ('u', {'f': 0.16388115286827087, 'm': 0.8361188173294067}), ('r', {'f': 0.9224598407745361, 'm': 0.07754016667604446})]",test
contraceptif,k2tʁasEptif,m,m,"[('c', {'f': 0.05024424567818642, 'm': 0.9497557878494263}), ('o', {'f': 0.044636357575654984, 'm': 0.9553636908531189}), ('n', {'f': 0.014783386141061783, 'm': 0.9852166175842285}), ('t', {'f': 0.00031670700991526246, 'm': 0.9996832609176636}), ('r', {'f': 0.012581750750541687, 'm': 0.9874182939529419}), ('a', {'f': 0.2632715702056885, 'm': 0.7367284297943115}), ('c', {'f': 0.0026519696693867445, 'm': 0.9973480701446533}), ('e', {'f': 0.8907755613327026, 'm': 0.10922443866729736}), ('p', {'f': 0.11626182496547699, 'm': 0.8837381601333618}), ('t', {'f': 0.0032775807194411755, 'm': 0.996722400188446}), ('i', {'f': 0.01244641188532114, 'm': 0.987553596496582}), ('f', {'f': 0.0028540738858282566, 'm': 0.99714595079422})]",test
arrière-goût,aʁjɛʁgu,f,m,"[('a', {'f': 0.8042901754379272, 'm': 0.19570985436439514}), ('r', {'f': 0.006778637878596783, 'm': 0.9932214021682739}), ('r', {'f': 0.014438878744840622, 'm': 0.9855610728263855}), ('i', {'f': 0.03741070628166199, 'm': 0.9625893235206604}), ('è', {'f': 0.8861854076385498, 'm': 0.11381455510854721}), ('r', {'f': 0.0053987642750144005, 'm': 0.9946012496948242}), ('e', {'f': 0.9941483736038208, 'm': 0.005851599387824535}), ('-', {'f': 0.6664539575576782, 'm': 0.3335460424423218}), ('g', {'f': 0.33929386734962463, 'm': 0.6607061624526978}), ('o', {'f': 0.09939642995595932, 'm': 0.9006035923957825}), ('û', {'f': 0.5572522282600403, 'm': 0.44274768233299255}), ('t', {'f': 0.8929286003112793, 'm': 0.10707134008407593})]",test
byzantinisme,biz1tinizm,m,m,"[('b', {'f': 0.14102967083454132, 'm': 0.8589703440666199}), ('y', {'f': 0.0275148656219244, 'm': 0.9724851250648499}), ('z', {'f': 0.008489208295941353, 'm': 0.991510808467865}), ('a', {'f': 0.3540585935115814, 'm': 0.6459413766860962}), ('n', {'f': 0.0009360977564938366, 'm': 0.9990639090538025}), ('t', {'f': 0.00045111944200471044, 'm': 0.9995488524436951}), ('i', {'f': 0.0021719629876315594, 'm': 0.9978280663490295}), ('n', {'f': 0.001921983202919364, 'm': 0.9980779886245728}), ('i', {'f': 0.003471322124823928, 'm': 0.996528685092926}), ('s', {'f': 0.004127291031181812, 'm': 0.9958726763725281}), ('m', {'f': 0.4561708867549896, 'm': 0.543829083442688}), ('e', {'f': 0.00010124389518750831, 'm': 0.9998987913131714})]",test
anniversaire,anivɛʁsɛʁ,m,m,"[('a', {'f': 0.8042901754379272, 'm': 0.19570985436439514}), ('n', {'f': 0.0013957421761006117, 'm': 0.9986042380332947}), ('n', {'f': 0.01019712071865797, 'm': 0.9898028373718262}), ('i', {'f': 0.0021246972028166056, 'm': 0.9978753328323364}), ('v', {'f': 0.0528242290019989, 'm': 0.9471757411956787}), ('e', {'f': 0.9982637763023376, 'm': 0.0017362515209242702}), ('r', {'f': 0.0005695074214600027, 'm': 0.9994304776191711}), ('s', {'f': 0.0035010999999940395, 'm': 0.9964988231658936}), ('a', {'f': 0.737328290939331, 'm': 0.26267170906066895}), ('i', {'f': 0.0055032712407410145, 'm': 0.994496762752533}), ('r', {'f': 0.02795415185391903, 'm': 0.9720458388328552}), ('e', {'f': 0.003505448577925563, 'm': 0.9964945912361145})]",test
calculatrice,kalkylatʁis,f,f,"[('c', {'f': 0.05024424567818642, 'm': 0.9497557878494263}), ('a', {'f': 0.5353248119354248, 'm': 0.46467524766921997}), ('l', {'f': 0.00226806104183197, 'm': 0.9977319240570068}), ('c', {'f': 0.011035495437681675, 'm': 0.9889645576477051}), ('u', {'f': 0.0021731804590672255, 'm': 0.9978267550468445}), ('l', {'f': 0.0018250653520226479, 'm': 0.9981749057769775}), ('a', {'f': 0.283568412065506, 'm': 0.7164316177368164}), ('t', {'f': 0.0013521352084353566, 'm': 0.9986478686332703}), ('r', {'f': 0.09305044263601303, 'm': 0.9069495797157288}), ('i', {'f': 0.0034555390011519194, 'm': 0.9965444207191467}), ('c', {'f': 0.003718453459441662, 'm': 0.9962815642356873}), ('e', {'f': 0.9999511241912842, 'm': 4.8841757234185934e-05})]",test
conscription,k2skʁipsj2,f,f,"[('c', {'f': 0.05024424567818642, 'm': 0.9497557878494263}), ('o', {'f': 0.044636357575654984, 'm': 0.9553636908531189}), ('n', {'f': 0.014783386141061783, 'm': 0.9852166175842285}), ('s', {'f': 0.002179209142923355, 'm': 0.9978208541870117}), ('c', {'f': 0.03046141192317009, 'm': 0.9695386290550232}), ('r', {'f': 0.001195029355585575, 'm': 0.9988049268722534}), ('i', {'f': 0.002774677472189069, 'm': 0.9972254037857056}), ('p', {'f': 0.0315764844417572, 'm': 0.9684234857559204}), ('t', {'f': 0.004994216840714216, 'm': 0.9950057864189148}), ('i', {'f': 0.030063893646001816, 'm': 0.9699361324310303}), ('o', {'f': 0.21883970499038696, 'm': 0.781160295009613}), ('n', {'f': 0.9999126195907593, 'm': 8.735259325476363e-05})]",test
regroupement,ʁəgʁupəm1,m,m,"[('r', {'f': 0.04543609917163849, 'm': 0.9545638561248779}), ('e', {'f': 0.36522576212882996, 'm': 0.6347742080688477}), ('g', {'f': 0.0073926011100411415, 'm': 0.9926074743270874}), ('r', {'f': 0.002828817581757903, 'm': 0.9971712231636047}), ('o', {'f': 0.00507372384890914, 'm': 0.9949262142181396}), ('u', {'f': 0.0006465026526711881, 'm': 0.9993534684181213}), ('p', {'f': 0.0038637120742350817, 'm': 0.9961362481117249}), ('e', {'f': 0.924908459186554, 'm': 0.07509157806634903}), ('m', {'f': 0.0054908208549022675, 'm': 0.9945091605186462}), ('e', {'f': 0.22385838627815247, 'm': 0.7761415839195251}), ('n', {'f': 0.0010864731157198548, 'm': 0.9989135265350342}), ('t', {'f': 0.00014848267892375588, 'm': 0.9998514652252197})]",test
chuchotement,ʃyʃɔtəm1,m,m,"[('c', {'f': 0.05024424567818642, 'm': 0.9497557878494263}), ('h', {'f': 0.023787114769220352, 'm': 0.9762128591537476}), ('u', {'f': 0.009437435306608677, 'm': 0.9905625581741333}), ('c', {'f': 0.004710041452199221, 'm': 0.9952899217605591}), ('h', {'f': 0.0051465448923408985, 'm': 0.9948534369468689}), ('o', {'f': 0.016055740416049957, 'm': 0.983944296836853}), ('t', {'f': 0.0061985100619494915, 'm': 0.9938015341758728}), ('e', {'f': 0.34796464443206787, 'm': 0.6520353555679321}), ('m', {'f': 0.0014333389699459076, 'm': 0.9985666871070862}), ('e', {'f': 0.0030335490591824055, 'm': 0.9969664216041565}), ('n', {'f': 0.0007732084486633539, 'm': 0.9992268085479736}), ('t', {'f': 8.199818694265559e-05, 'm': 0.9999179840087891})]",test
interdiction,3tɛʁdiksj2,f,f,"[('i', {'f': 0.03429368883371353, 'm': 0.9657063484191895}), ('n', {'f': 0.002147252671420574, 'm': 0.9978528022766113}), ('t', {'f': 0.06517203897237778, 'm': 0.934827983379364}), ('e', {'f': 0.9723464846611023, 'm': 0.027653539553284645}), ('r', {'f': 0.00038614720688201487, 'm': 0.9996139407157898}), ('d', {'f': 0.00833543948829174, 'm': 0.9916645884513855}), ('i', {'f': 0.01051977090537548, 'm': 0.9894802570343018}), ('c', {'f': 0.03810281679034233, 'm': 0.9618971347808838}), ('t', {'f': 0.011671344749629498, 'm': 0.9883285760879517}), ('i', {'f': 0.03348548337817192, 'm': 0.9665145874023438}), ('o', {'f': 0.13647614419460297, 'm': 0.8635238409042358}), ('n', {'f': 0.9999043941497803, 'm': 9.557964949635789e-05})]",test
adjudication,adʒydikasj2,f,f,"[('a', {'f': 0.8042901754379272, 'm': 0.19570985436439514}), ('d', {'f': 0.0410127155482769, 'm': 0.958987295627594}), ('j', {'f': 0.22157570719718933, 'm': 0.7784242630004883}), ('u', {'f': 0.017075782641768456, 'm': 0.9829241633415222}), ('d', {'f': 0.029978672042489052, 'm': 0.9700213670730591}), ('i', {'f': 0.045889388769865036, 'm': 0.9541105628013611}), ('c', {'f': 0.09957063943147659, 'm': 0.900429368019104}), ('a', {'f': 0.031133517622947693, 'm': 0.9688665270805359}), ('t', {'f': 0.0006976928561925888, 'm': 0.9993022680282593}), ('i', {'f': 0.01616695150732994, 'm': 0.9838330149650574}), ('o', {'f': 0.2583072781562805, 'm': 0.7416926622390747}), ('n', {'f': 0.9999556541442871, 'm': 4.4289303332334384e-05})]",test
programmeuse,pʁOgʁamøz,f,f,"[('p', {'f': 0.32748815417289734, 'm': 0.672511875629425}), ('r', {'f': 0.025996025651693344, 'm': 0.9740039706230164}), ('o', {'f': 0.043233394622802734, 'm': 0.9567666053771973}), ('g', {'f': 0.00229888828471303, 'm': 0.997701108455658}), ('r', {'f': 0.000949799723457545, 'm': 0.9990501999855042}), ('a', {'f': 0.10760693997144699, 'm': 0.8923930525779724}), ('m', {'f': 0.009517660364508629, 'm': 0.9904823303222656}), ('m', {'f': 0.0016964208334684372, 'm': 0.9983035326004028}), ('e', {'f': 0.04331715777516365, 'm': 0.9566828012466431}), ('u', {'f': 0.004997131880372763, 'm': 0.995002806186676}), ('s', {'f': 0.004459314979612827, 'm': 0.9955406785011292}), ('e', {'f': 0.9995923638343811, 'm': 0.0004076912591699511})]",test
observatoire,ɔpsɛʁvatwaʁ,m,m,"[('o', {'f': 0.06912952661514282, 'm': 0.9308704733848572}), ('b', {'f': 0.06708887219429016, 'm': 0.9329110980033875}), ('s', {'f': 0.013613732531666756, 'm': 0.9863862991333008}), ('e', {'f': 0.9665796160697937, 'm': 0.033420443534851074}), ('r', {'f': 0.000768038968089968, 'm': 0.9992319345474243}), ('v', {'f': 0.07282866537570953, 'm': 0.9271713495254517}), ('a', {'f': 0.6023322939872742, 'm': 0.397667795419693}), ('t', {'f': 0.003391270525753498, 'm': 0.9966087341308594}), ('o', {'f': 0.06450516730546951, 'm': 0.9354947805404663}), ('i', {'f': 0.0017994006630033255, 'm': 0.998200535774231}), ('r', {'f': 0.03234579414129257, 'm': 0.9676542282104492}), ('e', {'f': 0.19234366714954376, 'm': 0.8076563477516174})]",test
entrepreneur,1tʁəpʁənœʁ,m,m,"[('e', {'f': 0.6847098469734192, 'm': 0.3152902126312256}), ('n', {'f': 0.00350345391780138, 'm': 0.9964966177940369}), ('t', {'f': 0.001335280598141253, 'm': 0.9986647367477417}), ('r', {'f': 0.01926792971789837, 'm': 0.9807320237159729}), ('e', {'f': 0.5451887845993042, 'm': 0.4548112452030182}), ('p', {'f': 0.119251549243927, 'm': 0.8807485103607178}), ('r', {'f': 0.017366940155625343, 'm': 0.982633113861084}), ('e', {'f': 0.2892420291900635, 'm': 0.7107579708099365}), ('n', {'f': 0.0014134942321106791, 'm': 0.9985865354537964}), ('e', {'f': 0.0645214170217514, 'm': 0.9354786276817322}), ('u', {'f': 0.0018960796296596527, 'm': 0.9981038570404053}), ('r', {'f': 0.00317120342515409, 'm': 0.9968287348747253})]",test
parachutisme,paʁaʃytizm,m,m,"[('p', {'f': 0.32748815417289734, 'm': 0.672511875629425}), ('a', {'f': 0.7065708637237549, 'm': 0.2934291362762451}), ('r', {'f': 0.0043341931886971, 'm': 0.9956658482551575}), ('a', {'f': 0.42861154675483704, 'm': 0.5713884234428406}), ('c', {'f': 0.011466952972114086, 'm': 0.9885330200195312}), ('h', {'f': 0.018371352925896645, 'm': 0.9816286563873291}), ('u', {'f': 0.022132176905870438, 'm': 0.977867841720581}), ('t', {'f': 0.0018239762866869569, 'm': 0.9981759786605835}), ('i', {'f': 0.029945839196443558, 'm': 0.9700541496276855}), ('s', {'f': 0.02307027392089367, 'm': 0.9769296646118164}), ('m', {'f': 0.9664208292961121, 'm': 0.03357924520969391}), ('e', {'f': 0.00021603488130494952, 'm': 0.9997839331626892})]",test
demi-journée,dəmiʒuʁne,m,f,"[('d', {'f': 0.08692196011543274, 'm': 0.9130780696868896}), ('e', {'f': 0.3008323609828949, 'm': 0.6991676688194275}), ('m', {'f': 0.01115646306425333, 'm': 0.988843560218811}), ('i', {'f': 0.009213034063577652, 'm': 0.9907869696617126}), ('-', {'f': 0.8976107835769653, 'm': 0.10238923877477646}), ('j', {'f': 0.397907555103302, 'm': 0.6020923852920532}), ('o', {'f': 0.09833308309316635, 'm': 0.9016669392585754}), ('u', {'f': 0.04881622642278671, 'm': 0.9511837959289551}), ('r', {'f': 0.5679619908332825, 'm': 0.4320380389690399}), ('n', {'f': 0.2365778088569641, 'm': 0.7634221911430359}), ('é', {'f': 0.03423308953642845, 'm': 0.9657669067382812}), ('e', {'f': 0.33406299352645874, 'm': 0.665937066078186})]",test
lance-pierre,l1spjɛʁ,f,m,"[('l', {'f': 0.03586263582110405, 'm': 0.9641373157501221}), ('a', {'f': 0.7529245615005493, 'm': 0.24707546830177307}), ('n', {'f': 0.00011263282067375258, 'm': 0.9998873472213745}), ('c', {'f': 0.00959763303399086, 'm': 0.990402340888977}), ('e', {'f': 0.9998421669006348, 'm': 0.00015778491797391325}), ('-', {'f': 0.674737811088562, 'm': 0.3252621293067932}), ('p', {'f': 0.8475644588470459, 'm': 0.1524355709552765}), ('i', {'f': 0.7150152325630188, 'm': 0.2849847972393036}), ('e', {'f': 0.3207849860191345, 'm': 0.6792150139808655}), ('r', {'f': 0.18448051810264587, 'm': 0.8155195116996765}), ('r', {'f': 0.6129657626152039, 'm': 0.38703420758247375}), ('e', {'f': 0.5656307935714722, 'm': 0.43436914682388306})]",test
empierrement,1pjɛʁəm1,m,m,"[('e', {'f': 0.6847098469734192, 'm': 0.3152902126312256}), ('m', {'f': 0.01910603977739811, 'm': 0.9808939695358276}), ('p', {'f': 0.07005570083856583, 'm': 0.9299442768096924}), ('i', {'f': 0.004203026182949543, 'm': 0.9957970380783081}), ('e', {'f': 0.999683141708374, 'm': 0.00031684109126217663}), ('r', {'f': 0.0005667844088748097, 'm': 0.9994332194328308}), ('r', {'f': 0.055685851722955704, 'm': 0.944314181804657}), ('e', {'f': 0.7838476300239563, 'm': 0.2161523401737213}), ('m', {'f': 0.019732417538762093, 'm': 0.9802675247192383}), ('e', {'f': 0.3354940712451935, 'm': 0.6645058989524841}), ('n', {'f': 0.013798744417726994, 'm': 0.9862012267112732}), ('t', {'f': 0.0008962584543041885, 'm': 0.9991037249565125})]",test
inadvertance,inadvɛʁt1s,f,f,"[('i', {'f': 0.03429368883371353, 'm': 0.9657063484191895}), ('n', {'f': 0.002147252671420574, 'm': 0.9978528022766113}), ('a', {'f': 0.7218199372291565, 'm': 0.2781800329685211}), ('d', {'f': 0.11032327264547348, 'm': 0.8896767497062683}), ('v', {'f': 0.28889137506484985, 'm': 0.7111086249351501}), ('e', {'f': 0.004241164308041334, 'm': 0.9957588315010071}), ('r', {'f': 0.005871491506695747, 'm': 0.9941284656524658}), ('t', {'f': 0.013526332564651966, 'm': 0.9864736795425415}), ('a', {'f': 0.8484185934066772, 'm': 0.15158142149448395}), ('n', {'f': 0.00025463735801167786, 'm': 0.9997453093528748}), ('c', {'f': 0.005492836702615023, 'm': 0.9945071339607239}), ('e', {'f': 0.9999244213104248, 'm': 7.551424641860649e-05})]",test
mademoiselle,madəmwazɛl,f,f,"[('m', {'f': 0.1316004991531372, 'm': 0.8683995008468628}), ('a', {'f': 0.32343441247940063, 'm': 0.6765655875205994}), ('d', {'f': 0.07643107324838638, 'm': 0.9235689043998718}), ('e', {'f': 0.6768850684165955, 'm': 0.32311493158340454}), ('m', {'f': 0.016676591709256172, 'm': 0.9833233952522278}), ('o', {'f': 0.04349637031555176, 'm': 0.956503689289093}), ('i', {'f': 0.012340922839939594, 'm': 0.9876590371131897}), ('s', {'f': 0.005004428327083588, 'm': 0.9949955940246582}), ('e', {'f': 0.999180257320404, 'm': 0.0008196907001547515}), ('l', {'f': 0.018076099455356598, 'm': 0.9819238781929016}), ('l', {'f': 0.026158109307289124, 'm': 0.9738419055938721}), ('e', {'f': 0.6897699236869812, 'm': 0.310230016708374})]",test
blanchisseur,bl1ʃisœʁ,m,m,"[('b', {'f': 0.14102967083454132, 'm': 0.8589703440666199}), ('l', {'f': 0.012436720542609692, 'm': 0.9875632524490356}), ('a', {'f': 0.44378501176834106, 'm': 0.5562150478363037}), ('n', {'f': 6.750258035026491e-05, 'm': 0.9999325275421143}), ('c', {'f': 0.006079320330172777, 'm': 0.9939206838607788}), ('h', {'f': 0.019912870600819588, 'm': 0.980087161064148}), ('i', {'f': 0.0034668382722884417, 'm': 0.9965331554412842}), ('s', {'f': 0.004763964097946882, 'm': 0.9952360987663269}), ('s', {'f': 0.012833965942263603, 'm': 0.9871659874916077}), ('e', {'f': 0.9042226076126099, 'm': 0.09577738493680954}), ('u', {'f': 0.005662042181938887, 'm': 0.9943379759788513}), ('r', {'f': 0.0027769419830292463, 'm': 0.9972230195999146})]",test
raz-de-marée,ʁadmaʁe,m,m,"[('r', {'f': 0.04543609917163849, 'm': 0.9545638561248779}), ('a', {'f': 0.6125118136405945, 'm': 0.38748815655708313}), ('z', {'f': 0.027755627408623695, 'm': 0.972244381904602}), ('-', {'f': 0.01328732818365097, 'm': 0.9867126941680908}), ('d', {'f': 0.01223091222345829, 'm': 0.9877690672874451}), ('e', {'f': 0.051783349364995956, 'm': 0.9482166171073914}), ('-', {'f': 0.04441014677286148, 'm': 0.9555898308753967}), ('m', {'f': 0.04764195531606674, 'm': 0.952358067035675}), ('a', {'f': 0.3860526978969574, 'm': 0.613947331905365}), ('r', {'f': 0.28314653038978577, 'm': 0.7168534994125366}), ('é', {'f': 0.12254950404167175, 'm': 0.8774504661560059}), ('e', {'f': 0.17865145206451416, 'm': 0.8213484883308411})]",test
