Form,Alt Form,Predicted Gender,True Gender,Class Probabilities,Set
etilaɥs1m,,f,f,"[('m', {'f': 0.1066918671131134, 'm': 0.8933081030845642}), ('1', {'f': 0.0007205536821857095, 'm': 0.9992794394493103}), ('s', {'f': 0.9985663294792175, 'm': 0.0014336885651573539}), ('ɥ', {'f': 0.1381624937057495, 'm': 0.8618375658988953}), ('a', {'f': 0.16885383427143097, 'm': 0.8311461806297302}), ('l', {'f': 0.4460163712501526, 'm': 0.5539836883544922}), ('i', {'f': 0.31673353910446167, 'm': 0.6832664012908936}), ('t', {'f': 0.8807803988456726, 'm': 0.1192195862531662}), ('e', {'f': 0.9989538192749023, 'm': 0.0010461853817105293})]",test
idʁakikat,,f,f,"[('t', {'f': 0.5673497915267944, 'm': 0.43265023827552795}), ('a', {'f': 0.8056814670562744, 'm': 0.19431853294372559}), ('k', {'f': 0.11792559176683426, 'm': 0.8820744156837463}), ('i', {'f': 0.2407342940568924, 'm': 0.7592657804489136}), ('k', {'f': 0.5629104375839233, 'm': 0.43708959221839905}), ('a', {'f': 0.6385176777839661, 'm': 0.36148226261138916}), ('ʁ', {'f': 0.012526716105639935, 'm': 0.9874732494354248}), ('d', {'f': 0.1948251873254776, 'm': 0.8051747679710388}), ('i', {'f': 0.944909930229187, 'm': 0.0550900399684906})]",test
mzipajiʁp,,m,m,"[('p', {'f': 0.5187153220176697, 'm': 0.4812847077846527}), ('ʁ', {'f': 0.3988916277885437, 'm': 0.6011083722114563}), ('i', {'f': 0.6888453364372253, 'm': 0.31115466356277466}), ('j', {'f': 0.9765790700912476, 'm': 0.023420892655849457}), ('a', {'f': 0.7581169605255127, 'm': 0.2418830543756485}), ('p', {'f': 0.13844987750053406, 'm': 0.8615501523017883}), ('i', {'f': 0.8996027708053589, 'm': 0.10039718449115753}), ('z', {'f': 0.46567726135253906, 'm': 0.5343227982521057}), ('m', {'f': 1.4800774806644768e-05, 'm': 0.9999852180480957})]",test
ʁœtajsini,,m,m,"[('i', {'f': 0.5238444209098816, 'm': 0.476155549287796}), ('n', {'f': 0.9982692003250122, 'm': 0.0017308308742940426}), ('i', {'f': 0.38917383551597595, 'm': 0.6108261346817017}), ('s', {'f': 0.6990848183631897, 'm': 0.3009151816368103}), ('j', {'f': 0.900848925113678, 'm': 0.09915104508399963}), ('a', {'f': 0.56824791431427, 'm': 0.43175208568573}), ('t', {'f': 0.9083806276321411, 'm': 0.09161942452192307}), ('œ', {'f': 0.9879840612411499, 'm': 0.012015998363494873}), ('ʁ', {'f': 0.002793280640617013, 'm': 0.9972067475318909})]",test
daʁgit1lp,,m,m,"[('p', {'f': 0.5187153220176697, 'm': 0.4812847077846527}), ('l', {'f': 0.21246634423732758, 'm': 0.787533700466156}), ('1', {'f': 3.18635102303233e-05, 'm': 0.9999681711196899}), ('t', {'f': 0.9459356069564819, 'm': 0.05406442657113075}), ('i', {'f': 0.5346230864524841, 'm': 0.46537691354751587}), ('g', {'f': 0.8762372136116028, 'm': 0.12376276403665543}), ('ʁ', {'f': 0.001989039359614253, 'm': 0.9980109333992004}), ('a', {'f': 0.008565896190702915, 'm': 0.9914340972900391}), ('d', {'f': 0.027366263791918755, 'm': 0.9726337194442749})]",test
es1pʁɛjʁa,,f,f,"[('a', {'f': 0.42641595005989075, 'm': 0.5735840201377869}), ('ʁ', {'f': 0.0029112868942320347, 'm': 0.9970887303352356}), ('j', {'f': 0.9081945419311523, 'm': 0.09180547297000885}), ('ɛ', {'f': 0.002320928731933236, 'm': 0.9976790547370911}), ('ʁ', {'f': 0.9978607296943665, 'm': 0.0021392216440290213}), ('p', {'f': 0.9666903018951416, 'm': 0.03330971300601959}), ('1', {'f': 0.0001901194336824119, 'm': 0.9998099207878113}), ('s', {'f': 0.9430453181266785, 'm': 0.05695468932390213}), ('e', {'f': 0.5785509943962097, 'm': 0.4214489161968231})]",test
ʁɛnət1sib,,m,m,"[('b', {'f': 0.16501574218273163, 'm': 0.834984302520752}), ('i', {'f': 0.0840853676199913, 'm': 0.9159145951271057}), ('s', {'f': 0.8852956295013428, 'm': 0.1147044375538826}), ('1', {'f': 1.592328044353053e-05, 'm': 0.9999840259552002}), ('t', {'f': 0.9995042085647583, 'm': 0.0004957745550200343}), ('ə', {'f': 0.5580116510391235, 'm': 0.44198834896087646}), ('n', {'f': 0.9986292123794556, 'm': 0.0013707777252420783}), ('ɛ', {'f': 0.19598785042762756, 'm': 0.8040121793746948}), ('ʁ', {'f': 0.04278824105858803, 'm': 0.9572117924690247})]",test
1mənɔzEsa,,m,m,"[('a', {'f': 0.42641595005989075, 'm': 0.5735840201377869}), ('s', {'f': 0.7941641211509705, 'm': 0.20583584904670715}), ('E', {'f': 0.47541719675064087, 'm': 0.5245828032493591}), ('z', {'f': 0.9990212917327881, 'm': 0.0009786529699340463}), ('ɔ', {'f': 0.9327667355537415, 'm': 0.06723328679800034}), ('n', {'f': 0.9372379779815674, 'm': 0.06276202201843262}), ('ə', {'f': 0.8512913584709167, 'm': 0.14870867133140564}), ('m', {'f': 0.005396680906414986, 'm': 0.9946033358573914}), ('1', {'f': 6.173296424094588e-05, 'm': 0.9999382495880127})]",test
ejzybəkʁa,,m,m,"[('a', {'f': 0.42641595005989075, 'm': 0.5735840201377869}), ('ʁ', {'f': 0.0029112868942320347, 'm': 0.9970887303352356}), ('k', {'f': 0.6858928203582764, 'm': 0.31410712003707886}), ('ə', {'f': 0.11458688229322433, 'm': 0.8854130506515503}), ('b', {'f': 0.0718979462981224, 'm': 0.9281020760536194}), ('y', {'f': 0.020840473473072052, 'm': 0.9791595935821533}), ('z', {'f': 0.9365985989570618, 'm': 0.06340141594409943}), ('j', {'f': 0.6644217371940613, 'm': 0.3355782926082611}), ('e', {'f': 0.00852580089122057, 'm': 0.9914741516113281})]",test
1mədʁab2b,,m,m,"[('b', {'f': 0.16501574218273163, 'm': 0.834984302520752}), ('2', {'f': 0.01050817221403122, 'm': 0.9894918203353882}), ('b', {'f': 0.8437680602073669, 'm': 0.15623195469379425}), ('a', {'f': 0.4404613971710205, 'm': 0.5595386028289795}), ('ʁ', {'f': 0.003683993360027671, 'm': 0.9963160157203674}), ('d', {'f': 0.9953395128250122, 'm': 0.004660466220229864}), ('ə', {'f': 0.9762173295021057, 'm': 0.02378268539905548}), ('m', {'f': 0.007031913381069899, 'm': 0.9929680228233337}), ('1', {'f': 1.1393394743208773e-05, 'm': 0.9999885559082031})]",test
iʁətykʁaʃ,,f,f,"[('ʃ', {'f': 0.7796733975410461, 'm': 0.22032663226127625}), ('a', {'f': 0.1615353375673294, 'm': 0.838464617729187}), ('ʁ', {'f': 0.00047212481149472296, 'm': 0.9995279312133789}), ('k', {'f': 0.5405818819999695, 'm': 0.4594181180000305}), ('y', {'f': 0.024600671604275703, 'm': 0.975399374961853}), ('t', {'f': 0.7225874066352844, 'm': 0.2774125933647156}), ('ə', {'f': 0.9674418568611145, 'm': 0.03255812078714371}), ('ʁ', {'f': 0.03157311677932739, 'm': 0.9684269428253174}), ('i', {'f': 0.9994874000549316, 'm': 0.0005125323659740388})]",test
1mənɔmʁam,,m,m,"[('m', {'f': 0.1066918671131134, 'm': 0.8933081030845642}), ('a', {'f': 0.03744230791926384, 'm': 0.9625577330589294}), ('ʁ', {'f': 0.004096821416169405, 'm': 0.9959031939506531}), ('m', {'f': 0.4412408769130707, 'm': 0.5587591528892517}), ('ɔ', {'f': 0.775677502155304, 'm': 0.22432245314121246}), ('n', {'f': 0.4617890417575836, 'm': 0.5382109880447388}), ('ə', {'f': 0.7087097764015198, 'm': 0.2912902235984802}), ('m', {'f': 0.0066194236278533936, 'm': 0.9933805465698242}), ('1', {'f': 1.4296720109996386e-05, 'm': 0.9999856948852539})]",test
ejt1lbʁɛf,,m,m,"[('f', {'f': 0.09348046034574509, 'm': 0.9065195322036743}), ('ɛ', {'f': 0.002787571167573333, 'm': 0.9972124695777893}), ('ʁ', {'f': 0.5527327060699463, 'm': 0.44726720452308655}), ('b', {'f': 0.6879281401634216, 'm': 0.31207188963890076}), ('l', {'f': 0.1776736080646515, 'm': 0.8223263621330261}), ('1', {'f': 9.001639409689233e-05, 'm': 0.9999099969863892}), ('t', {'f': 0.9532079100608826, 'm': 0.04679212346673012}), ('j', {'f': 0.01878459006547928, 'm': 0.9812154173851013}), ('e', {'f': 0.017251109704375267, 'm': 0.9827489256858826})]",test
ʁytkaʁt2k,,f,f,"[('k', {'f': 0.24361148476600647, 'm': 0.7563886046409607}), ('2', {'f': 0.006027659866958857, 'm': 0.9939723610877991}), ('t', {'f': 0.014859256334602833, 'm': 0.9851406812667847}), ('ʁ', {'f': 0.04708348214626312, 'm': 0.9529165029525757}), ('a', {'f': 0.14298143982887268, 'm': 0.8570185303688049}), ('k', {'f': 0.035903219133615494, 'm': 0.9640967845916748}), ('t', {'f': 0.5361284017562866, 'm': 0.463871568441391}), ('y', {'f': 0.5738113522529602, 'm': 0.42618870735168457}), ('ʁ', {'f': 0.9985747337341309, 'm': 0.0014252736000344157})]",test
ʁɛjt1pʁaʃ,,f,f,"[('ʃ', {'f': 0.7796733975410461, 'm': 0.22032663226127625}), ('a', {'f': 0.1615353375673294, 'm': 0.838464617729187}), ('ʁ', {'f': 0.00047212481149472296, 'm': 0.9995279312133789}), ('p', {'f': 0.846084475517273, 'm': 0.15391546487808228}), ('1', {'f': 0.00021449571067932993, 'm': 0.9997854828834534}), ('t', {'f': 0.5138243436813354, 'm': 0.48617562651634216}), ('j', {'f': 0.15566372871398926, 'm': 0.844336211681366}), ('ɛ', {'f': 0.0005750579293817282, 'm': 0.999424934387207}), ('ʁ', {'f': 0.999836802482605, 'm': 0.00016316524124704301})]",test
ʁagismyla,,m,m,"[('a', {'f': 0.42641595005989075, 'm': 0.5735840201377869}), ('l', {'f': 0.26112934947013855, 'm': 0.7388706207275391}), ('y', {'f': 0.08520021289587021, 'm': 0.9147998094558716}), ('m', {'f': 0.12228315323591232, 'm': 0.8777168989181519}), ('s', {'f': 0.19063891470432281, 'm': 0.8093610405921936}), ('i', {'f': 0.96272873878479, 'm': 0.037271272391080856}), ('g', {'f': 0.004506903234869242, 'm': 0.9954930543899536}), ('a', {'f': 0.6442248821258545, 'm': 0.3557750880718231}), ('ʁ', {'f': 0.0015497340355068445, 'm': 0.9984502792358398})]",test
etilatʁɔmi,,f,f,"[('i', {'f': 0.5238444209098816, 'm': 0.476155549287796}), ('m', {'f': 0.20309293270111084, 'm': 0.7969070672988892}), ('ɔ', {'f': 0.06102076545357704, 'm': 0.9389792680740356}), ('ʁ', {'f': 0.00431877002120018, 'm': 0.9956811666488647}), ('t', {'f': 0.05550161749124527, 'm': 0.9444984197616577}), ('a', {'f': 0.0206455010920763, 'm': 0.9793545007705688}), ('l', {'f': 0.06983081251382828, 'm': 0.9301691651344299}), ('i', {'f': 0.9661259651184082, 'm': 0.03387407213449478}), ('t', {'f': 0.8205800652503967, 'm': 0.17941996455192566}), ('e', {'f': 0.9994810223579407, 'm': 0.0005189998191781342})]",test
ʁœzitpiʁts,,m,m,"[('s', {'f': 0.2759721279144287, 'm': 0.7240278720855713}), ('t', {'f': 0.11360647529363632, 'm': 0.8863934874534607}), ('ʁ', {'f': 0.0400489903986454, 'm': 0.9599510431289673}), ('i', {'f': 0.9566252827644348, 'm': 0.04337466135621071}), ('p', {'f': 0.330743670463562, 'm': 0.669256329536438}), ('t', {'f': 0.211910218000412, 'm': 0.7880897521972656}), ('i', {'f': 0.7329927682876587, 'm': 0.2670072615146637}), ('z', {'f': 0.9701467752456665, 'm': 0.02985316887497902}), ('œ', {'f': 0.8306823372840881, 'm': 0.16931769251823425}), ('ʁ', {'f': 0.004649479407817125, 'm': 0.9953504800796509})]",test
s1tʁɛvdani,,f,f,"[('i', {'f': 0.5238444209098816, 'm': 0.476155549287796}), ('n', {'f': 0.9982692003250122, 'm': 0.0017308308742940426}), ('a', {'f': 0.8034234046936035, 'm': 0.19657662510871887}), ('d', {'f': 0.9945693016052246, 'm': 0.005430749151855707}), ('v', {'f': 0.9121391177177429, 'm': 0.0878608450293541}), ('ɛ', {'f': 0.006677696481347084, 'm': 0.9933223128318787}), ('ʁ', {'f': 0.04026959091424942, 'm': 0.9597303867340088}), ('t', {'f': 0.9758947491645813, 'm': 0.024105221033096313}), ('1', {'f': 6.0051253967685625e-05, 'm': 0.9999399185180664}), ('s', {'f': 0.9959295392036438, 'm': 0.00407049898058176})]",test
etimʁɔfiny,,f,f,"[('y', {'f': 0.10816774517297745, 'm': 0.8918322324752808}), ('n', {'f': 0.9705902934074402, 'm': 0.02940974198281765}), ('i', {'f': 0.5071457028388977, 'm': 0.4928542375564575}), ('f', {'f': 0.0029834089800715446, 'm': 0.9970165491104126}), ('ɔ', {'f': 0.001183937769383192, 'm': 0.9988161325454712}), ('ʁ', {'f': 0.04133302718400955, 'm': 0.9586669206619263}), ('m', {'f': 0.014592544175684452, 'm': 0.9854074120521545}), ('i', {'f': 0.9880692362785339, 'm': 0.011930807493627071}), ('t', {'f': 0.08834130316972733, 'm': 0.9116586446762085}), ('e', {'f': 0.9848611354827881, 'm': 0.015138880349695683})]",test
etilibiziv,,f,f,"[('v', {'f': 0.9786179065704346, 'm': 0.021382072940468788}), ('i', {'f': 0.534735381603241, 'm': 0.46526455879211426}), ('z', {'f': 0.9944366216659546, 'm': 0.005563343875110149}), ('i', {'f': 0.9022348523139954, 'm': 0.09776519238948822}), ('b', {'f': 0.0640895664691925, 'm': 0.9359104037284851}), ('i', {'f': 0.2071666121482849, 'm': 0.7928333878517151}), ('l', {'f': 0.07956469804048538, 'm': 0.9204353094100952}), ('i', {'f': 0.26460719108581543, 'm': 0.7353928089141846}), ('t', {'f': 0.9706302881240845, 'm': 0.029369758442044258}), ('e', {'f': 0.999626874923706, 'm': 0.00037311474443413317})]",test
2jskyʁts2k,,f,f,"[('k', {'f': 0.24361148476600647, 'm': 0.7563886046409607}), ('2', {'f': 0.006027659866958857, 'm': 0.9939723610877991}), ('s', {'f': 0.015611857175827026, 'm': 0.9843881130218506}), ('t', {'f': 0.17031031847000122, 'm': 0.8296896815299988}), ('ʁ', {'f': 0.01525583304464817, 'm': 0.984744131565094}), ('y', {'f': 0.05900682508945465, 'm': 0.9409931898117065}), ('k', {'f': 0.41258952021598816, 'm': 0.5874104499816895}), ('s', {'f': 0.0003237246419303119, 'm': 0.9996763467788696}), ('j', {'f': 0.3934529721736908, 'm': 0.6065469980239868}), ('2', {'f': 0.7963196039199829, 'm': 0.20368042588233948})]",test
2jskyʁtsEd,,f,f,"[('d', {'f': 0.5698218941688538, 'm': 0.43017813563346863}), ('E', {'f': 0.8005445599555969, 'm': 0.1994553804397583}), ('s', {'f': 0.325176477432251, 'm': 0.6748234629631042}), ('t', {'f': 0.028148485347628593, 'm': 0.9718514680862427}), ('ʁ', {'f': 0.041739482432603836, 'm': 0.9582605361938477}), ('y', {'f': 0.2693028748035431, 'm': 0.7306970953941345}), ('k', {'f': 0.5494040250778198, 'm': 0.45059600472450256}), ('s', {'f': 0.0003720860695466399, 'm': 0.999627947807312}), ('j', {'f': 0.3278500735759735, 'm': 0.6721499562263489}), ('2', {'f': 0.9676274061203003, 'm': 0.03237256407737732})]",test
ʁawtaʁObal,,f,m,"[('l', {'f': 0.3796626329421997, 'm': 0.6203374266624451}), ('a', {'f': 0.43996214866638184, 'm': 0.5600378513336182}), ('b', {'f': 0.022732529789209366, 'm': 0.9772675037384033}), ('O', {'f': 0.0073558371514081955, 'm': 0.992644190788269}), ('ʁ', {'f': 0.017388012260198593, 'm': 0.9826120138168335}), ('a', {'f': 0.31150028109550476, 'm': 0.6884996891021729}), ('t', {'f': 0.001982893329113722, 'm': 0.9980170726776123}), ('w', {'f': 0.18115487694740295, 'm': 0.8188450932502747}), ('a', {'f': 0.00280754454433918, 'm': 0.9971924424171448}), ('ʁ', {'f': 0.6248173713684082, 'm': 0.3751825988292694})]",test
2jsakitsam,,f,f,"[('m', {'f': 0.1066918671131134, 'm': 0.8933081030845642}), ('a', {'f': 0.03744230791926384, 'm': 0.9625577330589294}), ('s', {'f': 0.8876854777336121, 'm': 0.11231456696987152}), ('t', {'f': 0.00987270288169384, 'm': 0.9901273250579834}), ('i', {'f': 0.6571239829063416, 'm': 0.34287598729133606}), ('k', {'f': 0.20921291410923004, 'm': 0.7907871007919312}), ('a', {'f': 0.6869311332702637, 'm': 0.31306883692741394}), ('s', {'f': 0.12679383158683777, 'm': 0.8732061982154846}), ('j', {'f': 0.98227858543396, 'm': 0.017721468582749367}), ('2', {'f': 0.9997549653053284, 'm': 0.0002449842286296189})]",test
etənɛʁəvus,,f,f,"[('s', {'f': 0.2759721279144287, 'm': 0.7240278720855713}), ('u', {'f': 0.09783635288476944, 'm': 0.9021636247634888}), ('v', {'f': 0.9549753069877625, 'm': 0.04502469673752785}), ('ə', {'f': 0.39863044023513794, 'm': 0.6013695001602173}), ('ʁ', {'f': 0.04517130181193352, 'm': 0.954828679561615}), ('ɛ', {'f': 0.99493008852005, 'm': 0.005069888662546873}), ('n', {'f': 0.974353551864624, 'm': 0.025646531954407692}), ('ə', {'f': 0.9297354817390442, 'm': 0.07026456296443939}), ('t', {'f': 0.9571698904037476, 'm': 0.04283011332154274}), ('e', {'f': 0.9893219470977783, 'm': 0.010678035207092762})]",test
2jsaʁyglyf,,f,f,"[('f', {'f': 0.09348046034574509, 'm': 0.9065195322036743}), ('y', {'f': 0.007939184084534645, 'm': 0.9920607805252075}), ('l', {'f': 0.5208590626716614, 'm': 0.4791409969329834}), ('g', {'f': 0.0770266130566597, 'm': 0.9229733943939209}), ('y', {'f': 0.012254733592271805, 'm': 0.9877452254295349}), ('ʁ', {'f': 0.9839404821395874, 'm': 0.016059506684541702}), ('a', {'f': 0.5041795969009399, 'm': 0.4958203434944153}), ('s', {'f': 0.23609918355941772, 'm': 0.7639008164405823}), ('j', {'f': 0.4693918824195862, 'm': 0.530608057975769}), ('2', {'f': 0.9999785423278809, 'm': 2.1457550246850587e-05})]",test
2jsakʁyfib,,f,f,"[('b', {'f': 0.16501574218273163, 'm': 0.834984302520752}), ('i', {'f': 0.0840853676199913, 'm': 0.9159145951271057}), ('f', {'f': 0.0038541313260793686, 'm': 0.9961458444595337}), ('y', {'f': 0.008970833383500576, 'm': 0.9910291433334351}), ('ʁ', {'f': 0.94279944896698, 'm': 0.05720055475831032}), ('k', {'f': 0.08932085335254669, 'm': 0.9106791615486145}), ('a', {'f': 0.24584636092185974, 'm': 0.7541536688804626}), ('s', {'f': 0.036967113614082336, 'm': 0.9630329012870789}), ('j', {'f': 0.8348143696784973, 'm': 0.1651856154203415}), ('2', {'f': 0.9999552965164185, 'm': 4.471282954909839e-05})]",test
2jsakilbyp,,f,f,"[('p', {'f': 0.5187153220176697, 'm': 0.4812847077846527}), ('y', {'f': 0.2168462723493576, 'm': 0.783153772354126}), ('b', {'f': 0.37756991386413574, 'm': 0.622430145740509}), ('l', {'f': 0.10278105735778809, 'm': 0.8972190022468567}), ('i', {'f': 0.2875273823738098, 'm': 0.7124725580215454}), ('k', {'f': 0.8245601058006287, 'm': 0.17543989419937134}), ('a', {'f': 0.46261438727378845, 'm': 0.5373855829238892}), ('s', {'f': 0.1938752979040146, 'm': 0.806124746799469}), ('j', {'f': 0.8272066116333008, 'm': 0.17279338836669922}), ('2', {'f': 0.9998664855957031, 'm': 0.00013354883412830532})]",test
ʁɛjdanOmil,,f,f,"[('l', {'f': 0.3796626329421997, 'm': 0.6203374266624451}), ('i', {'f': 0.3394279181957245, 'm': 0.6605720520019531}), ('m', {'f': 0.11626386642456055, 'm': 0.8837361335754395}), ('O', {'f': 0.08485925942659378, 'm': 0.915140688419342}), ('n', {'f': 0.17813032865524292, 'm': 0.8218696117401123}), ('a', {'f': 0.4703904688358307, 'm': 0.5296095013618469}), ('d', {'f': 0.7956048250198364, 'm': 0.20439523458480835}), ('j', {'f': 0.3110754191875458, 'm': 0.6889246106147766}), ('ɛ', {'f': 0.0007736676489003003, 'm': 0.9992263317108154}), ('ʁ', {'f': 0.9988604784011841, 'm': 0.0011395160108804703})]",test
1məʃinʁœlp,,m,m,"[('p', {'f': 0.5187153220176697, 'm': 0.4812847077846527}), ('l', {'f': 0.21246634423732758, 'm': 0.787533700466156}), ('œ', {'f': 0.11082441359758377, 'm': 0.8891755938529968}), ('ʁ', {'f': 0.0029854110907763243, 'm': 0.9970146417617798}), ('n', {'f': 0.025704719126224518, 'm': 0.9742952585220337}), ('i', {'f': 0.5782209634780884, 'm': 0.4217790365219116}), ('ʃ', {'f': 0.842267632484436, 'm': 0.15773245692253113}), ('ə', {'f': 0.03149174898862839, 'm': 0.968508243560791}), ('m', {'f': 0.0002922842977568507, 'm': 0.9997076392173767}), ('1', {'f': 3.82415692001814e-06, 'm': 0.9999961853027344})]",test
ʁɔdatsik2k,,m,m,"[('k', {'f': 0.24361148476600647, 'm': 0.7563886046409607}), ('2', {'f': 0.006027659866958857, 'm': 0.9939723610877991}), ('k', {'f': 0.3231533467769623, 'm': 0.6768466830253601}), ('i', {'f': 0.01497699599713087, 'm': 0.985023021697998}), ('s', {'f': 0.7715702056884766, 'm': 0.22842976450920105}), ('t', {'f': 0.6931858658790588, 'm': 0.3068141043186188}), ('a', {'f': 0.9772428870201111, 'm': 0.022757066413760185}), ('d', {'f': 0.9784008264541626, 'm': 0.02159919962286949}), ('ɔ', {'f': 0.3324519395828247, 'm': 0.6675480604171753}), ('ʁ', {'f': 0.014151250012218952, 'm': 0.9858487844467163})]",test
2jskEʒʁɛt3,,f,f,"[('3', {'f': 0.006716928910464048, 'm': 0.9932830333709717}), ('t', {'f': 0.9794297218322754, 'm': 0.02057028003036976}), ('ɛ', {'f': 0.01610482484102249, 'm': 0.9838952422142029}), ('ʁ', {'f': 0.0015659097116440535, 'm': 0.9984341263771057}), ('ʒ', {'f': 0.5025425553321838, 'm': 0.49745747447013855}), ('E', {'f': 0.2536587417125702, 'm': 0.7463412880897522}), ('k', {'f': 0.73260098695755, 'm': 0.26739901304244995}), ('s', {'f': 0.0086223678663373, 'm': 0.991377592086792}), ('j', {'f': 0.791706919670105, 'm': 0.20829308032989502}), ('2', {'f': 0.9997072815895081, 'm': 0.00029273302061483264})]",test
ʁytlykitʁɔ,,f,f,"[('ɔ', {'f': 0.20290933549404144, 'm': 0.7970907092094421}), ('ʁ', {'f': 0.006931879557669163, 'm': 0.9930680990219116}), ('t', {'f': 0.9582049250602722, 'm': 0.041795071214437485}), ('i', {'f': 0.8704990148544312, 'm': 0.12950101494789124}), ('k', {'f': 0.8650949597358704, 'm': 0.13490505516529083}), ('y', {'f': 0.2016592025756836, 'm': 0.7983408570289612}), ('l', {'f': 0.4034561812877655, 'm': 0.5965437889099121}), ('t', {'f': 0.452940970659256, 'm': 0.5470590591430664}), ('y', {'f': 0.09459245949983597, 'm': 0.9054075479507446}), ('ʁ', {'f': 0.9998551607131958, 'm': 0.00014483931590802968})]",test
awʒʁubitəp,,m,m,"[('p', {'f': 0.5187153220176697, 'm': 0.4812847077846527}), ('ə', {'f': 0.8385745286941528, 'm': 0.16142554581165314}), ('t', {'f': 0.48557767271995544, 'm': 0.5144222974777222}), ('i', {'f': 0.3357194662094116, 'm': 0.6642805337905884}), ('b', {'f': 0.4247574806213379, 'm': 0.5752424597740173}), ('u', {'f': 0.007060053758323193, 'm': 0.9929399490356445}), ('ʁ', {'f': 0.013581013306975365, 'm': 0.9864190220832825}), ('ʒ', {'f': 0.02712271176278591, 'm': 0.9728772640228271}), ('w', {'f': 0.2506675124168396, 'm': 0.7493324875831604}), ('a', {'f': 0.012137160636484623, 'm': 0.9878628253936768})]",test
2jsalymʁɔf,,f,f,"[('f', {'f': 0.09348046034574509, 'm': 0.9065195322036743}), ('ɔ', {'f': 0.006857549771666527, 'm': 0.9931424856185913}), ('ʁ', {'f': 0.07928130030632019, 'm': 0.9207186698913574}), ('m', {'f': 0.5717419385910034, 'm': 0.4282580614089966}), ('y', {'f': 0.36393922567367554, 'm': 0.6360608339309692}), ('l', {'f': 0.7327771186828613, 'm': 0.2672228515148163}), ('a', {'f': 0.49237215518951416, 'm': 0.5076279044151306}), ('s', {'f': 0.6372281908988953, 'm': 0.3627718687057495}), ('j', {'f': 0.9057998657226562, 'm': 0.09420008957386017}), ('2', {'f': 0.9999717473983765, 'm': 2.8246357032912783e-05})]",test
ʁɛjməʁp1va,,m,f,"[('a', {'f': 0.42641595005989075, 'm': 0.5735840201377869}), ('v', {'f': 0.8301975131034851, 'm': 0.1698024421930313}), ('1', {'f': 3.394017039681785e-05, 'm': 0.999966025352478}), ('p', {'f': 0.9154689908027649, 'm': 0.08453105390071869}), ('ʁ', {'f': 0.08373814076185226, 'm': 0.9162618517875671}), ('ə', {'f': 0.9574831128120422, 'm': 0.04251691326498985}), ('m', {'f': 0.010953262448310852, 'm': 0.9890467524528503}), ('j', {'f': 0.035189878195524216, 'm': 0.9648100733757019}), ('ɛ', {'f': 0.003105153562501073, 'm': 0.9968948364257812}), ('ʁ', {'f': 0.06804768741130829, 'm': 0.9319522976875305})]",test
mzilabinak,,m,m,"[('k', {'f': 0.24361148476600647, 'm': 0.7563886046409607}), ('a', {'f': 0.35474643111228943, 'm': 0.6452535390853882}), ('n', {'f': 0.8297138810157776, 'm': 0.17028610408306122}), ('i', {'f': 0.24290114641189575, 'm': 0.757098913192749}), ('b', {'f': 0.29178303480148315, 'm': 0.7082169651985168}), ('a', {'f': 0.6251933574676514, 'm': 0.374806672334671}), ('l', {'f': 0.17080965638160706, 'm': 0.8291903734207153}), ('i', {'f': 0.40350019931793213, 'm': 0.5964998006820679}), ('z', {'f': 0.9943354725837708, 'm': 0.005664496216922998}), ('m', {'f': 5.8398312830831856e-05, 'm': 0.9999415874481201})]",test
mzitizaʁap,,m,m,"[('p', {'f': 0.5187153220176697, 'm': 0.4812847077846527}), ('a', {'f': 0.6509706377983093, 'm': 0.34902942180633545}), ('ʁ', {'f': 0.06872808933258057, 'm': 0.9312719106674194}), ('a', {'f': 0.2569600045681, 'm': 0.7430400252342224}), ('z', {'f': 0.680523157119751, 'm': 0.319476842880249}), ('i', {'f': 0.9976819753646851, 'm': 0.002318044425919652}), ('t', {'f': 0.01307833380997181, 'm': 0.9869216680526733}), ('i', {'f': 0.8164775371551514, 'm': 0.18352244794368744}), ('z', {'f': 0.9666457772254944, 'm': 0.033354271203279495}), ('m', {'f': 0.0003141203778795898, 'm': 0.9996858835220337})]",test
siʁtamOs2k,,f,f,"[('k', {'f': 0.24361148476600647, 'm': 0.7563886046409607}), ('2', {'f': 0.006027659866958857, 'm': 0.9939723610877991}), ('s', {'f': 0.015611857175827026, 'm': 0.9843881130218506}), ('O', {'f': 0.28856414556503296, 'm': 0.7114357948303223}), ('m', {'f': 0.0006250049918889999, 'm': 0.99937504529953}), ('a', {'f': 0.004641321487724781, 'm': 0.9953586459159851}), ('t', {'f': 0.0002821841335389763, 'm': 0.9997177720069885}), ('ʁ', {'f': 0.00048420592793263495, 'm': 0.9995157718658447}), ('i', {'f': 0.9879593849182129, 'm': 0.012040589936077595}), ('s', {'f': 0.9984537363052368, 'm': 0.001546231098473072})]",test
